idRestaurant,inspectionDate,violationCode,violationDescription,criticalFlag,score,grade,idInspection
50008725,2016-09-08,,,Not Applicable,0,,ef790c1b-f99b-4b0c-a0a3-d710acfe7e02
41375676,2014-04-09,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,e7955a39-3771-4e16-b901-4abb3bbc0be6
41343181,2013-09-17,09C,Food contact surface not properly maintained.,Not Critical,21,,3587e940-acaa-462f-a564-d471d389f805
41576416,2016-03-16,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,103a5846-e016-4d43-920c-39eb90dcadc2
40947943,2015-02-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,,679ae57b-2caf-413b-ad9e-d820100a6fb2
41085501,2013-09-23,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,d17c6256-8359-4110-864b-d554f7ef9915
50033788,2016-03-24,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15,B,4c057fb2-e222-4edc-a61d-bc02b17c8303
40868810,2014-06-20,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,,36e0e74e-75be-48d3-a924-ad64d792b16c
41690948,2016-02-29,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,7,,6877f8e2-ccfd-4508-a2af-335c73a31fd5
40583385,2013-07-10,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,20,B,684be6a6-00be-4cf9-8caa-778a754f82b4
40611479,2013-08-27,09B,Thawing procedures improper.,Not Critical,42,,e22c5c52-41a5-4434-8729-d101fbf78510
40578092,2014-03-25,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,c4e5acf9-eec7-456e-9247-f8085dcec985
41175258,2015-10-27,10C,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms.",Not Critical,12,A,9c304cfa-4c4c-40b0-84c3-f8186935c9ac
41319437,2015-07-27,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,26,,8b55c8c3-5ff4-408a-a87d-5788c7019679
50000923,2016-09-10,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,,ef87c022-1496-4d6a-846e-ebdf98756eed
50003600,2014-12-03,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,24ae585c-cf72-48aa-b1b3-9ddc30d4c1a6
50001728,2015-04-06,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,864410cd-e088-48f0-a48e-efd854ca6430
40992205,2016-09-19,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,26,,23d54aae-5c95-4f41-8346-82f8e0015059
41697040,2014-11-22,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer's documentation not maintained on site.",Not Critical,0,,96d0378e-28e9-4845-a45f-43adfcb45d8e
50011814,2014-10-06,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,29,C,d6b69b75-699a-4899-817d-c45c0a3856eb
41692402,2013-08-15,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,e2ca8cc0-7191-4a0a-b157-b9c8abf040ba
41573306,2016-03-25,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,5aa3c768-b04f-475b-b931-046d9360117e
41313209,2015-02-13,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12,A,11275cbe-f7f1-48c4-869b-78fc38bceffb
40362715,2016-09-06,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,33,,9b8d9444-041b-4f7c-9d9f-52c19dcf7237
40657772,2016-07-15,09C,Food contact surface not properly maintained.,Not Critical,9,A,2a62f5a7-32db-4791-adac-e8c4fe40f7f7
41164644,2014-06-12,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,12,A,dc3f6eec-f880-41d8-81d8-7c7fbb6fdb96
41326189,2015-02-24,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,32,,eee47da1-125c-46e4-bfb6-3827e54d57a9
41458716,2016-09-19,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,A,3219ef54-5356-4964-a391-3a3bf07f75b0
40946043,2013-11-08,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,26,,213e7f69-78e6-416d-a53e-7228f4577997
41401447,2014-09-09,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22,B,a49c8a56-e5f2-4c75-9283-cceadb474d8d
41399995,2013-10-22,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,,4807914b-ea67-4f88-ae1f-264bc2b4dcf3
50006360,2016-07-26,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,35,,0dffe957-6126-4700-91e6-04589c4d1dd6
50008665,2015-04-01,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,2058f810-60da-472b-8532-9532c94c9d79
41316784,2014-07-14,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,22,,f6fd7ae5-67d2-4806-bdc1-ee7820ddc6cc
50007677,2016-02-17,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,25,,8823f810-8e16-430f-ba64-6489c68a91e5
50042377,2015-12-17,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,24,,c8d182d2-ff01-4c1f-9f5e-74106ddbb58d
40724277,2013-09-17,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,23,B,af62fc63-9af8-4570-9a9a-a2e04c75e053
41001127,2016-06-22,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,,147f59f8-41a4-4732-b44e-728349f5dfdc
41678866,2013-07-29,09C,Food contact surface not properly maintained.,Not Critical,18,B,53dc7f1d-4a2f-4864-be2f-e5c03d295da0
41031273,2013-09-11,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,33,,172ce689-20bf-483a-a2ab-380041a135ee
41680471,2015-02-03,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,9,A,82614096-9cfd-47b3-838c-d67e9717c264
41595614,2014-01-09,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,25,,3a8b2eca-20ac-48e6-bfea-34811760c36d
40381720,2016-09-19,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,17,B,a53d68f5-bdf4-44f8-82d8-14460a146ec1
40783591,2016-02-29,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,21,,50ff6f11-c7ee-4cba-bfde-99ad4d523cc8
40923379,2016-07-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,1a67298a-e810-4aa6-81ea-53ffbfe0e7d3
50010326,2015-04-14,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,09967b09-b535-4db7-a31c-a06d55837004
50040672,2016-03-07,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,31,,ddd7a45c-9c66-40f8-a7b4-4f072d0732bb
50015771,2016-10-15,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,9,A,59955add-9d69-4c42-a782-7c2c8789721d
41638061,2013-05-01,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30,,2d4285d9-efa8-4d08-9940-87a3a749868b
41718241,2013-06-15,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,B,12152bd5-cfd4-40fc-866d-c511adefe24b
41386047,2015-06-25,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,f10deae7-584c-433a-a60e-d432f9145670
40611479,2013-09-09,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,62,,ea107b28-0f50-4afb-aebc-855435ce263a
41539257,2014-12-03,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,46,,4a1eb0b3-b829-4625-8c8b-36da1e77b39c
41408013,2014-07-15,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,48,,3f84a07e-484c-49db-9d97-9058eb4b380a
40387339,2015-08-11,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,654c1eb0-7661-441c-bb92-ce6efdd920fc
40743416,2015-02-24,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18,,b310f7f7-da5e-4454-b38d-ccfd1f65b133
41377657,2016-04-30,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20,,38dad5e6-1ac2-4386-979b-94930cfa2bcd
41704391,2014-10-09,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,C,cc8600c7-7e36-4afc-9ba2-c93f79a78eb5
41573593,2015-11-19,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,18,,e013db74-611a-47e4-ad2e-2ddb26cdaa64
40759586,2015-05-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,,f382d844-4d39-4f33-90f0-c33294a61272
41696211,2015-02-05,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,80dad94a-2fdf-45ff-a118-7a1fbab4143d
41658866,2014-02-06,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,d7c4039c-762b-4bfa-b6f9-a3163d1683a0
41383548,2013-12-23,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,A,37b8c047-a7a3-448c-8070-c580084bbc9a
40424430,2015-04-21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,,ad7cd963-fe7b-4f29-ac1e-600213bed101
41651566,2016-08-03,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,16,,a6916c69-ca66-4a05-978d-9d1a73a5589f
