idRestaurant,name,borough,buildingnum,street,zipcode,phone,cuisineType,inspectionDate,violationCode,violationDescription,criticalFlag,score,grade
41277104,CONNIE'S PIZZERIA,BROOKLYN,3845,NOSTRAND AVENUE,11235,7186469644,Pizza/Italian,2015-03-24,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,17,B
41641200,NEW SIN LEE RESTAURANT,BROOKLYN,301,MALCOLM X BOULEVARD,11233,7187781161,Chinese,2014-12-02,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A
50016321,NEW BAMBOO HOUSE,BROOKLYN,4017,AVENUE U,11234,7183389700,Chinese,2015-08-11,04M,Live roaches present in facility's food and/or non-food areas.,Critical,20,B
41482047,MUSCLE MAKER GRILL,BRONX,4041,EAST TREMONT AVENUE,10465,7188226991,American,2013-03-19,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65Ã‚Âº F or above within 2 hours.,Critical,5,A
41096895,JIMBO'S HAMBURGER PLACE,MANHATTAN,301,WEST  154 STREET,10039,2124918290,American,2014-03-03,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A
40402145,BALI NUSA INDONESIAN RESTAURANT,MANHATTAN,651,NINTH AVENUE,10036,2122652200,Indonesian,2014-05-14,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,
41344229,GRACE PIZZA,QUEENS,7005,MYRTLE AVENUE,11385,7184176018,Pizza/Italian,2016-04-11,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,20,
50001206,LITTLE TIBET,QUEENS,7219,ROOSEVELT AVE,11372,7185058423,Asian,2014-03-05,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,5,
41656235,SUBWAY,STATEN ISLAND,2236,FOREST AVENUE,10303,7187275222,Sandwiches,2013-11-04,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6,A
50044007,SHALON RESTAURANT,BRONX,2734,JEROME AVE,10468,7183640413,Spanish,2015-12-12,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,17,
50037497,CHICKEN PERFECT!,QUEENS,9040,160TH ST,11432,9179371965,Chicken,2016-03-02,,,Not Applicable,0,
41637080,YEFSI ESTIATORIO,MANHATTAN,1481,YORK AVENUE,10075,2125350293,Greek,2013-06-28,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,10,
40865879,EURO PIZZA,STATEN ISLAND,3271,RICHMOND AVENUE,10312,7189667518,Pizza,2013-12-02,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,
40750264,TIMES SQUARE CAFE,MANHATTAN,1535,BROADWAY,10036,2123981900,American,2014-01-22,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,19,
50033559,DAHLIAS FINE MEXICAN CUISINE,MANHATTAN,214,E 9TH ST,10003,2125984321,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-04-07,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,
40592811,SALTY DOG RESTAURANT,BROOKLYN,7509,3 AVENUE,11209,7182380030,American,2014-11-25,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A
40965177,LA GATA GOLOSA #2,QUEENS,8901,37 AVENUE,11372,7186510788,Bakery,2014-08-25,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,66,
41373642,SUBWAY,MANHATTAN,21,EAST  118 STREET,10035,2122890114,Sandwiches,2014-07-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A
41504766,LA NUEVA COCINA RESTAURANT,BRONX,12,EAST KINGSBRIDGE ROAD,10468,7185617067,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2013-11-13,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,
40542345,TOWNE DELI & PIZZA,STATEN ISLAND,5373,ARTHUR KILL ROAD,10307,7182271985,Pizza,2013-04-01,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Critical,47,
41480500,BLACK GOLD,BROOKLYN,461,COURT STREET,11231,3472278227,CafÃƒÂ©/Coffee/Tea,2016-09-01,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,7,A
41315168,MI ESTRELLA RESTAURANT,QUEENS,8819,ROOSEVELT AVENUE,11372,7184298973,Chinese/Cuban,2013-10-03,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,22,
41638129,GREEN POWER CAFE @EQUINOX,MANHATTAN,14,WALL STREET,10005,2125772010,American,2014-07-28,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A
50042894,BUNK SANDWICHES,BROOKLYN,740,DRIGGS AVE,11211,3477630434,American,2016-07-23,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,22,
41314025,NEW YUMMY TACO,BROOKLYN,941,MANHATTAN AVENUE,11222,7183497731,Tex-Mex,2014-08-20,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A
50008725,M SHANGHAI,BROOKLYN,292,GRAND ST,11211,7183849300,Chinese,2016-09-08,,,Not Applicable,0,
41375676,AU ZA'ATAR,MANHATTAN,188,AVENUE A,10009,2122545660,American,2014-04-09,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A
41343181,TAQUERIA DE LOS MUERTOS,BROOKLYN,663,WASHINGTON AVENUE,11238,7184840310,Mexican,2013-09-17,09C,Food contact surface not properly maintained.,Not Critical,21,
41576416,JUKAI,MANHATTAN,237,EAST   53 STREET,10022,2125889788,Japanese,2016-03-16,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A
40947943,WORLD FAIR MARINA RESTAURANT & BANQUET,QUEENS,1,WORLDS FAIR MARINA,11368,7188981200,Indian,2015-02-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,
41085501,PATMAR BAKE SHOP,QUEENS,22310,SOUTH CONDUIT AVENUE,11413,7189497078,Caribbean,2013-09-23,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A
50033788,HUNAN DELIGHT,MANHATTAN,1467,YORK AVE,10075,2126288161,Asian,2016-03-24,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15,B
40868810,TAJ DONUT SHOP,QUEENS,8915,165 STREET,11432,3477773150,Donuts,2014-06-20,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,
41690948,TIO POLLO RESTAURANT,QUEENS,1921,MOTT AVENUE,11691,7188680609,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-02-29,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,7,
40583385,PIZZA ROYALE,BROOKLYN,6718,FORT HAMILTON PARKWAY,11219,7182385396,Italian,2013-07-10,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,20,B
40611479,JOE'S OF AVE U,BROOKLYN,287,AVENUE U,11223,7184494285,Italian,2013-08-27,09B,Thawing procedures improper.,Not Critical,42,
40578092,COSTELLO'S CLADDAGH INN,BROOKLYN,3042,NOSTRAND AVENUE,11229,7183779798,"Bottled beverages, including water, sodas, juices, etc.",2014-03-25,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A
41175258,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,6158,SPRINGFIELD BOULEVARD,11364,7183571273,Donuts,2015-10-27,10C,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms.",Not Critical,12,A
41319437,IL CORSO RISTORANTE ITALIANO,MANHATTAN,54,WEST   55 STREET,10019,2129571500,Italian,2015-07-27,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,26,
50000923,DI FARA PIZZERIA,BROOKLYN,1424,AVENUE J,11230,7182581367,Pizza,2016-09-10,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,
50003600,FIVE GUYS FAMOUS BURGERS AND FRIES,BROOKLYN,2,METROTECH,11201,7188529380,American,2014-12-03,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A
50001728,NEW HONG KONG KITCHEN,MANHATTAN,1907,LEXINGTON AVE,10035,2125345533,Chinese,2015-04-06,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A
40992205,JERUSALEM II PIZZA,BROOKLYN,1312,AVENUE J,11230,7183388156,Jewish/Kosher,2016-09-19,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,26,
41697040,MAYFIELD,BROOKLYN,688,FRANKLIN AVENUE,11238,3473183643,American,2014-11-22,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer's documentation not maintained on site.",Not Critical,0,
50011814,HARLEM FOOD COURT,MANHATTAN,66,W 116TH ST,10026,2127227300,American,2014-10-06,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,29,C
41692402,CHINA EXPRESS RESTAURANT,BROOKLYN,4106,AVENUE D,11203,7184622778,Chinese,2013-08-15,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A
41573306,RED MANGO,MANHATTAN,111,FULTON STREET,10038,2123123120,American,2016-03-25,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A
41313209,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,610,10 AVENUE,10036,2122472400,Donuts,2015-02-13,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12,A
40362715,THE COUNTRY CAFE,MANHATTAN,60,WALL STREET,10005,3474279132,Sandwiches/Salads/Mixed Buffet,2016-09-06,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,33,
40657772,GOOD RESTAURANT,MANHATTAN,89,GREENWICH AVENUE,10014,2126918080,American,2016-07-15,09C,Food contact surface not properly maintained.,Not Critical,9,A
41164644,DEE'S RESTAURANT,QUEENS,10723,METROPOLITAN AVENUE,11375,7187937553,Italian,2014-06-12,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,12,A
41326189,ST JAMES GATE,MANHATTAN,441,AMSTERDAM AVENUE,10024,2123626202,American,2015-02-24,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,32,
41458716,101 CAFE,QUEENS,9805,101 AVENUE,11416,7188482233,American,2016-09-19,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,A
40946043,KAM TUNG RESTAURANT,QUEENS,261,BEACH  116 STREET,11694,7189454400,Chinese,2013-11-08,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,26,
41401447,WATTY & MEG,BROOKLYN,248,COURT STREET,11201,7186430007,American,2014-09-09,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22,B
41399995,DUNKIN' DONUTS,MANHATTAN,80,MADISON AVENUE,10016,9174219041,American,2013-10-22,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,
50006360,ABSOLUTE THAI RESTAURANT,MANHATTAN,1590,LEXINGTON AVE,10029,9178643259,Thai,2016-07-26,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,35,
50008665,SUBWAY,BRONX,440,E FORDHAM RD,10458,9172099622,Sandwiches,2015-04-01,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A
41316784,BURGER BURGER,MANHATTAN,77,PEARL STREET,10004,2122699100,Hamburgers,2014-07-14,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,22,
50007677,SIPS & BITES,QUEENS,4419,BROADWAY,11103,7187778080,American,2016-02-17,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,25,
50042377,BIG APPLE CHINESE RESTAURANT,BRONX,936,E TREMONT AVE,10460,7185898516,Chinese,2015-12-17,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,24,
40724277,NEW KIM'S RESTAURANT,QUEENS,11606,ROCKAWAY BEACH BOULEVARD,11694,7183184881,Chinese,2013-09-17,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,23,B
